,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57,val58,lab58,val59,lab59,val60,lab60,val61,lab61,val62,lab62,val63,lab63,val64,lab64,val65,lab65,val66,lab66,val67,lab67,val68,lab68,val69,lab69,val70,lab70,val71,lab71,val72,lab72,val73,lab73,val74,lab74,val75,lab75,val76,lab76,val77,lab77,val78,lab78,val79,lab79,val80,lab80,val81,lab81,val82,lab82,val83,lab83,val84,lab84,val85,lab85,val86,lab86,val87,lab87,val88,lab88,val89,lab89,val90,lab90,val91,lab91,val92,lab92,val93,lab93,val94,lab94,val95,lab95,val96,lab96,val97,lab97,val98,lab98,val99,lab99,val100,lab100
10,7836,m4a3b1b_5,Who provides this payment: government agency?,A3B1B.   Who provides this payment?,A3B1B_5               GOVERNMENT AGENCY,1,A3B1B_1               RESPONDENT/CHILD’S MOTHER,2,A3B1B_2               CHILD’S FATHER,3,A3B1B_3               OTHER RELATIVE OF CHILD,4,A3B1B_4               FRIEND,5,A3B1B_5               GOVERNMENT AGENCY,6,A3B1B_6               OTHER (NOT SPECIFIED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7837,m4a3b1b_6,Who provides this payment: other?,A3B1B.   Who provides this payment?,A3B1B_6               OTHER (NOT SPECIFIED),1,A3B1B_1               RESPONDENT/CHILD’S MOTHER,2,A3B1B_2               CHILD’S FATHER,3,A3B1B_3               OTHER RELATIVE OF CHILD,4,A3B1B_4               FRIEND,5,A3B1B_5               GOVERNMENT AGENCY,6,A3B1B_6               OTHER (NOT SPECIFIED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7838,m4a3c,About how many months has child been living there?,,A3C.        About how many months has (CHILD) been living there?,0,LESS THAN ONE MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,7839,m4a3d,Do you expect child to live with you (again) during the coming year?,,A3D.        Do you expect (CHILD) to live with you (again) during the coming year?,1,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7840,m4a3e,About how many days did you see child in the past 30 days?,,A3E.        About how many days did you see (CHILD) in the past 30 days?,0,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,7841,m4a3f,Who does child live with when he/she is not living with you?,,A3F.        Who does (CHILD) live with when (he/she) is not living with you?,1,BIOLOGICAL FATHER,2,MATERNAL GRANDPARENT(S),3,PATERNAL GRANDPARENT(S),4,OTHER RELATIVE(S),5,FRIEND,6,OTHER (NOT SPECIFIED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,7842,m4a3g,How many days did child live with you out of the past 30 days?,,A3G.        How many days did (CHILD) live with you out of the past 30 days?,0,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,7843,m4a3i,What is the main reason child doesn't live with you all the time?,,A3I.          What is the main reason (he/she) doesn’t live with you all of the time?,1,LEGAL CUSTODY AGREEMENT,2,ARRANGEMENT,3,FINANCIAL PROBLEMS,4,OWN HEALTH PROBLEMS,5,CHILD’S HEALTH PROBLEMS,6,NEIGHBORHOOD SAFETY,7,CUSTODIAN,8,OTHER (NOT SPECIFIED),101,INCARCERATED,102,AWAY AT SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,7844,m4a4,What is your relationship with father now?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).","A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",1  -->  GO TO A4A1,"Married,",2,"Romantically involved,",3,"Separated,",4,"Divorced,",5,"Just friends, or",6  -->  GO TO A4E,Not in any kind of a relationship,-13  -->  GO TO A10A,FATHER NOT KNOW,-14  -->  GO TO A4C,"FATHER DECEASED, VOLUNTEERED",-1  -->  GO TO A10A,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7845,m4a4a,"Are you romantically involved on a steady basis or on-again, off-again?","A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).","A4A.        Would you say you are romantically involved on a steady basis, or are you in an on-again - off-again relationship?",1,STEADY,2,"ON-AGAIN, OFF-AGAIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7846,m4a4a1,Are you and father currently living together?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",A4A1.      CODE WITHOUT ASKING IF KNOWN:,1,"All or most of the time,",2,"Some of the time,",3,"Rarely, or",4,Never?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,7847,m4a4a2,Are mother and father married and living together all or monthst of the time?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",A4A2.      ARE MOTHER AND FATHER MARRIED AND LIVING TOGETHER ALL OR MOST OF THE TIME?,1  -->  GO TO A5,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,7848,m4a4b,How many nights a week do you and father usually spend the night together?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",A4B.        How many nights a week do you and (FATHER) usually spend the night together?,0,NONE,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,7849,m4a4b1,"In past two years, did you and father ever live together for a month or more?","A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).","A4B1.      During the past two years, did you and (FATHER) ever live together for a month or more?",1,YES,2  -->  GO TO A5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7850,m4a4b2,For how many months over the past two years did you and father live together?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",A4B2.      For how many months over the past two years did you and (FATHER) live together?,0,NONE,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,7851,m4a4c2,When did father die? (year),"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,7852,m4a4d,What was the cause of his death?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",A4D.        What was the cause of his death?,1,WON’T DISCUSS,2,ILLNESS (NOT SPECIFIED),3,ACCIDENT (NOT SPECIFIED),4,OTHER (NOT SPECIFIED),-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7853,m4a4e,Do you know who the father is?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",A4E.        Do you know who the father is?,1,YES,2  -->  GO TO A10A,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,7854,m4a5,INT CHK: WERE MOTHER AND FATHER UNMARRIED AT LAST INTERVIEW BUT MARRIED NOW?,"A5.           WERE MOTHER AND FATHER UNMARRIED AT LAST INTERVIEW, BUT MARRIED NOW?","A5.           WERE MOTHER AND FATHER UNMARRIED AT LAST INTERVIEW, BUT MARRIED NOW?",1,YES,2  -->  GO TO A6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,7855,m4a5a1,When did you and father get married? (month),"A5.           WERE MOTHER AND FATHER UNMARRIED AT LAST INTERVIEW, BUT MARRIED NOW?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,7856,m4a5a2,When did you and father get married? (year),"A5.           WERE MOTHER AND FATHER UNMARRIED AT LAST INTERVIEW, BUT MARRIED NOW?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,7857,m4a6,INT CHK: WERE MOTHER AND FATHER LIVING APART AT LAST INTERVIEW BUT LIVING TOGETH,"A6.           WERE MOTHER AND FATHER LIVING APART AT LAST INTERVIEW, BUT LIVING TOGETHER NOW?","A6.           WERE MOTHER AND FATHER LIVING APART AT LAST INTERVIEW, BUT LIVING TOGETHER NOW?",1,YES,2  -->  GO TO A7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,7858,m4a6a1,When did you and father start living together? (month),"A6.           WERE MOTHER AND FATHER LIVING APART AT LAST INTERVIEW, BUT LIVING TOGETHER NOW?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,7859,m4a6a2,When did you and father start living together? (year),"A6.           WERE MOTHER AND FATHER LIVING APART AT LAST INTERVIEW, BUT LIVING TOGETHER NOW?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,7860,m4a7,INT CHK: WERE MOTHER AND FATHER MARRIED AT LAST INTERVIEW BUT SEPARATED OR DIVOR,"A7.           WERE MOTHER AND FATHER MARRIED AT LAST INTERVIEW, BUT SEPARATED OR DIVORCED NOW?","A7.           WERE MOTHER AND FATHER MARRIED AT LAST INTERVIEW, BUT SEPARATED OR DIVORCED NOW?",1,YES,2  -->  GO TO A8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,7861,m4a7a1,When did you and father get separated/divorced? (month)?,"A7.           WERE MOTHER AND FATHER MARRIED AT LAST INTERVIEW, BUT SEPARATED OR DIVORCED NOW?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
