,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57,val58,lab58,val59,lab59,val60,lab60,val61,lab61,val62,lab62,val63,lab63,val64,lab64,val65,lab65,val66,lab66,val67,lab67,val68,lab68,val69,lab69,val70,lab70,val71,lab71,val72,lab72,val73,lab73,val74,lab74,val75,lab75,val76,lab76,val77,lab77,val78,lab78,val79,lab79,val80,lab80,val81,lab81,val82,lab82,val83,lab83,val84,lab84,val85,lab85,val86,lab86,val87,lab87,val88,lab88,val89,lab89,val90,lab90,val91,lab91,val92,lab92,val93,lab93,val94,lab94,val95,lab95,val96,lab96,val97,lab97,val98,lab98,val99,lab99,val100,lab100,val101,lab101,val102,lab102,val103,lab103,val104,lab104,val105,lab105,val106,lab106,val107,lab107,val108,lab108,val109,lab109,val110,lab110,val111,lab111,val112,lab112,val113,lab113,val114,lab114,val115,lab115,val116,lab116,val117,lab117,val118,lab118,val119,lab119,val120,lab120,val121,lab121,val122,lab122,val123,lab123,val124,lab124,val125,lab125,val126,lab126
10,3926,m3a4,What is your relationship with child's father now?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).","A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",1  -->  GO TO A4A,"IOWA         Married,",2,"Romantically involved,",3  -->  GO TO A7,"Separated/Divorced,",4  -->  GO TO A7,"Just friends, or",5  -->  GO TO A4E,Not in any kind of a relationship?,-13  -->  GO TO A10,FATHER NOT KNOWN,-14  -->  GO TO A4C,"VOLUNTEERED, FATHER DIED",-1  -->  GO TO A10,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3927,m3a4a,"Are you romantically involved steadily or on-again, off-again?","A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).","A4A.        Would you say you are romantically involved on a steady basis, or are you in an on-again - off-again relationship?",1,STEADY,2,"ON-AGAIN, OFF-AGAIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3928,m3a4a1,Are you and father currently living together?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",A4A1.      Are you and (FATHER) currently living together . . .,1,"All or most of the time,",2,"Some of the time,",3,"Rarely, or",4,Never?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3929,m3a4a2,INT CHK: ARE MOTHER AND FATHER MARRIED AND LIVING TOGETHER ALL OR MOST OF TIME?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",A4A2.      ARE MOTHER AND FATHER MARRIED AND LIVING TOGETHER ALL OR MOST OF THE TIME?,1  -->  GO TO A5,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3930,m3a4b,How many nights a week do you and father usually spend night together?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",A4B.        How many nights a week do you and (FATHER) usually spend the night together?,0,NONE,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3931,m3a4c2,When did father die? (year),"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3932,m3a4d,What was the cause of his death?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",A4D.        What was the cause of his death?,1,WON’T DISCUSS,2,ILLNESS (NOT SPECIFIED),3,ACCIDENT (NOT SPECIFIED),4,OTHER (NOT SPECIFIED),-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3933,m3a4e,Do you know who the father is?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) father, (FATHER).",A4E.        Do you know who the father is?,1,YES,2  -->  GO TO A10,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3934,m3a5,"INT CHK: WERE MOTHER AND FATHER UNMARRIED AT ONE-YEAR, BUT MARRIED NOW?",A5.           WERE MOTHER AND FATHER UNMARRIED AT LAST INTERVIEW BUT MARRIED NOW?,A5.           WERE MOTHER AND FATHER UNMARRIED AT LAST INTERVIEW BUT MARRIED NOW?,1,YES,2  -->  GO TO A6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3935,m3a5a1,When did you and father get married? (month),A5.           WERE MOTHER AND FATHER UNMARRIED AT LAST INTERVIEW BUT MARRIED NOW?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3936,m3a5a2,When did you and father get married? (year),A5.           WERE MOTHER AND FATHER UNMARRIED AT LAST INTERVIEW BUT MARRIED NOW?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3937,m3a6,"INT CHK: WERE MOTHER AND FATHER LIVING APART AT ONE-YEAR, BUT LIVING TOGETHER NO",A6.           WERE MOTHER AND FATHER LIVING APART AT LAST INTERVIEW BUT LIVING TOGETHER NOW?  (A4A=1 OR 2),A6.           WERE MOTHER AND FATHER LIVING APART AT LAST INTERVIEW BUT LIVING TOGETHER NOW?  (A4A=1 OR 2),1,YES,2  -->  GO TO A7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3938,m3a6a1,When did you and father start living together? (month),A6.           WERE MOTHER AND FATHER LIVING APART AT LAST INTERVIEW BUT LIVING TOGETHER NOW?  (A4A=1 OR 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3939,m3a6a2,When did you and father start living together? (year),A6.           WERE MOTHER AND FATHER LIVING APART AT LAST INTERVIEW BUT LIVING TOGETHER NOW?  (A4A=1 OR 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3940,m3a7,"INT CHK: WERE MOTHER AND FATHER MARRIED AT ONE-YEAR, BUT SEPARATED/DIVORCED NOW?",A7.           WERE MOTHER AND FATHER MARRIED AT LAST INTERVIEW BUT SEPARATED OR DIVORCED NOW?,A7.           WERE MOTHER AND FATHER MARRIED AT LAST INTERVIEW BUT SEPARATED OR DIVORCED NOW?,1,YES,2  -->  GO TO A8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3941,m3a7a1,When did you and father get separated/divorced? (month),A7.           WERE MOTHER AND FATHER MARRIED AT LAST INTERVIEW BUT SEPARATED OR DIVORCED NOW?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3942,m3a7a2,When did you and father get separated/divorced? (year),A7.           WERE MOTHER AND FATHER MARRIED AT LAST INTERVIEW BUT SEPARATED OR DIVORCED NOW?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3943,m3a8,INT CHK: WERE MOTHER AND FATHER ROMANTICALLY INVOLVED AT ONE-YEAR BUT NOT NOW?,"A8.           WERE MOTHER AND FATHER ROMANTICALLY INVOLVED (NOT MARRIED) AT LAST INTERVIEW BUT NOT IN A RELATIONSHIP NOW?  (CHECK LAST INT RELATIONSHIP STATUS ON CONTACT SHEET ANDA4=3, 4, OR 5)","A8.           WERE MOTHER AND FATHER ROMANTICALLY INVOLVED (NOT MARRIED) AT LAST INTERVIEW BUT NOT IN A RELATIONSHIP NOW?  (CHECK LAST INT RELATIONSHIP STATUS ON CONTACT SHEET ANDA4=3, 4, OR 5)",1,YES,2  -->  GO TO A8C,NO,-14  -->  GO TO A9,FATHER DIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3944,m3a8a1,When did your romantic relationship with father end? (month),"A8.           WERE MOTHER AND FATHER ROMANTICALLY INVOLVED (NOT MARRIED) AT LAST INTERVIEW BUT NOT IN A RELATIONSHIP NOW?  (CHECK LAST INT RELATIONSHIP STATUS ON CONTACT SHEET ANDA4=3, 4, OR 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,3945,m3a8a2,When did your romantic relationship with father end? (year),"A8.           WERE MOTHER AND FATHER ROMANTICALLY INVOLVED (NOT MARRIED) AT LAST INTERVIEW BUT NOT IN A RELATIONSHIP NOW?  (CHECK LAST INT RELATIONSHIP STATUS ON CONTACT SHEET ANDA4=3, 4, OR 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
