,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57,val58,lab58,val59,lab59,val60,lab60,val61,lab61,val62,lab62,val63,lab63,val64,lab64,val65,lab65,val66,lab66,val67,lab67,val68,lab68,val69,lab69,val70,lab70,val71,lab71,val72,lab72,val73,lab73,val74,lab74,val75,lab75,val76,lab76,val77,lab77,val78,lab78,val79,lab79,val80,lab80,val81,lab81,val82,lab82,val83,lab83,val84,lab84,val85,lab85,val86,lab86,val87,lab87,val88,lab88,val89,lab89,val90,lab90,val91,lab91,val92,lab92,val93,lab93,val94,lab94,val95,lab95,val96,lab96,val97,lab97,val98,lab98,val99,lab99,val100,lab100,val101,lab101,val102,lab102,val103,lab103,val104,lab104,val105,lab105,val106,lab106,val107,lab107,val108,lab108,val109,lab109,val110,lab110,val111,lab111,val112,lab112,val113,lab113
10,2760,f3a3f,Who does child live with when he/she is not living with you?,,A3F.        Who does (CHILD) live with when (he/she) is not living with you?,1,BIOLOGICAL MOTHER,2,MATERNAL GRANDPARENT(S),3,PATERNAL GRANDPARENT(S),4,OTHER RELATIVE(S),5,FRIEND,6,OTHER (NOT SPECIFIED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2761,f3a3g,How many days did child live with you out of the past 30 days?,,A3G.        How many days did (CHILD) live with you out of the past 30 days?,1  -->  GO TO A4A,"IOWA         Married,",2,"Romantically involved,",3  -->  GO TO A7,"Separated/Divorced,",4  -->  GO TO A7,"Just friends, or",5  -->  GO TO A7,Not in any kind of a relationship?,-14   -->  GO TO A4C,"VOLUNTEERED, MOTHER DIED",-1  -->  GO TO A10,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2762,f3a4,What is your relationship with child's mother now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2763,f3a4a,"Are you romantically involved steadily or on-again, off-again?",,"A4A.        Would you say you are romantically involved on a steady basis, or are you in an on-again - off-again relationship?",1,STEADY,2,"ON-AGAIN, OFF-AGAIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2764,f3a4a1,Are you and mother currently living together?,,A4A1.      Are you and (MOTHER) currently living together . . .,1,"All or most of the time,",2,"Some of the time,",3,"Rarely, or",4,Never?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2765,f3a4a2,INT CHK: ARE FATHER AND MOTHER MARRIED AND LIVING TOGETHER ALL/MOST OF TIME?,,A4A2.      ARE FATHER AND MOTHER MARRIED AND LIVING TOGETHER ALL OR MOST OF THE TIME?,1  -->  GO TO A5,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2766,f3a4b,How many nights a week do you and mother usually spend night together?,,A4B.        How many nights a week do you and (MOTHER) usually spend the night together?,0,NONE,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2767,f3a4c2,When did mother die? (year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2768,f3a4d,What was the cause of her death?,,A4D.        What was the cause of her death?,1,WON’T DISCUSS,2,ILLNESS (NOT SPECIFIED),3,ACCIDENT (NOT SPECIFIED),4,OTHER (NOT SPECIFIED),-2,DON’T KNOW,1,YES,2  -->  GO TO A6,NO,1,YES,2  -->  GO TO A7,NO,1,YES,2  -->  GO TO A8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2769,f3a5,"INT CHK: WERE FATHER AND MOTHER UNMARRIED AT ONE-YEAR, BUT MARRIED NOW?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2770,f3a5a1,When did you and mother get married? (month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2771,f3a5a2,When did you and mother get married? (year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2772,f3a6,"INT CHK: WERE FATHER AND MOTHER LIVING APART AT ONE-YEAR, BUT LIVING TOGETHER NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2773,f3a6a1,When did you and mother start living together? (month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2774,f3a6a2,When did you and mother start living together? (year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2775,f3a7,"INT CHK: WERE FATHER AND MOTHER MARRIED AT ONE-YEAR, BUT SEPARATED/DIVORCED NOW?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2776,f3a7a1,When did you and mother get separated/divorced? (month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2777,f3a7a2,When did you and mother get separated/divorced? (year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2778,f3a8,Were father and mother romantically involved at one-year but not now?,"A8.           WERE FATHER AND MOTHER ROMANTICALLY INVOLVED (NOT MARRIED) AT LAST INTERVIEW BUT NOT IN A RELATIONSHIP NOW, OR WAS FATHER NEVER INTERVIEWED?","A8.           WERE FATHER AND MOTHER ROMANTICALLY INVOLVED (NOT MARRIED) AT LAST INTERVIEW BUT NOT IN A RELATIONSHIP NOW, OR WAS FATHER NEVER INTERVIEWED?",1,YES,2  -->  GO TO A8C,NO,-14  -->  GO TO A9,MOTHER DIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2779,f3a8a1,When did your romantic relationship with mother end? (month),"A8.           WERE FATHER AND MOTHER ROMANTICALLY INVOLVED (NOT MARRIED) AT LAST INTERVIEW BUT NOT IN A RELATIONSHIP NOW, OR WAS FATHER NEVER INTERVIEWED?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2780,f3a8a2,When did your romantic relationship with mother end? (year),"A8.           WERE FATHER AND MOTHER ROMANTICALLY INVOLVED (NOT MARRIED) AT LAST INTERVIEW BUT NOT IN A RELATIONSHIP NOW, OR WAS FATHER NEVER INTERVIEWED?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2781,f3a8b_1,Why relationship ended: financial reasons,A8B.        Please tell me why your (marriage/romantic relationship) ended.,WORK/MONEY),1,WORK/MONEY),2,A8B_2              DISTANCE (DON’T LIVE IN SAME TOWN),3,A8B_3              MOTHER’S INCARCERATION,4,A8B_4              FATHER’S INCARCERATION,5,"MATURE ENOUGH, TOO DIFFERENT)",6,A8B_6              DRUG OR ALCOHOL PROBLEM,7,A8B_7              VIOLENT/ABUSIVE,8,A8B_8              OTHER (NOT SPECIFIED),101,ADULTERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2782,f3a8b_2,Why relationship ended: distance,A8B.        Please tell me why your (marriage/romantic relationship) ended.,A8B_2              DISTANCE (DON’T LIVE IN SAME TOWN),1,WORK/MONEY),2,A8B_2              DISTANCE (DON’T LIVE IN SAME TOWN),3,A8B_3              MOTHER’S INCARCERATION,4,A8B_4              FATHER’S INCARCERATION,5,"MATURE ENOUGH, TOO DIFFERENT)",6,A8B_6              DRUG OR ALCOHOL PROBLEM,7,A8B_7              VIOLENT/ABUSIVE,8,A8B_8              OTHER (NOT SPECIFIED),101,ADULTERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2783,f3a8b_3,Why relationship ended: mother incarceration,A8B.        Please tell me why your (marriage/romantic relationship) ended.,A8B_3              MOTHER’S INCARCERATION,1,WORK/MONEY),2,A8B_2              DISTANCE (DON’T LIVE IN SAME TOWN),3,A8B_3              MOTHER’S INCARCERATION,4,A8B_4              FATHER’S INCARCERATION,5,"MATURE ENOUGH, TOO DIFFERENT)",6,A8B_6              DRUG OR ALCOHOL PROBLEM,7,A8B_7              VIOLENT/ABUSIVE,8,A8B_8              OTHER (NOT SPECIFIED),101,ADULTERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2784,f3a8b_4,Why relationship ended: father incarceration,A8B.        Please tell me why your (marriage/romantic relationship) ended.,A8B_4              FATHER’S INCARCERATION,1,WORK/MONEY),2,A8B_2              DISTANCE (DON’T LIVE IN SAME TOWN),3,A8B_3              MOTHER’S INCARCERATION,4,A8B_4              FATHER’S INCARCERATION,5,"MATURE ENOUGH, TOO DIFFERENT)",6,A8B_6              DRUG OR ALCOHOL PROBLEM,7,A8B_7              VIOLENT/ABUSIVE,8,A8B_8              OTHER (NOT SPECIFIED),101,ADULTERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2785,f3a8b_5,Why relationship ended: relationship reasons,A8B.        Please tell me why your (marriage/romantic relationship) ended.,"MATURE ENOUGH, TOO DIFFERENT)",1,WORK/MONEY),2,A8B_2              DISTANCE (DON’T LIVE IN SAME TOWN),3,A8B_3              MOTHER’S INCARCERATION,4,A8B_4              FATHER’S INCARCERATION,5,"MATURE ENOUGH, TOO DIFFERENT)",6,A8B_6              DRUG OR ALCOHOL PROBLEM,7,A8B_7              VIOLENT/ABUSIVE,8,A8B_8              OTHER (NOT SPECIFIED),101,ADULTERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
