,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57,val58,lab58,val59,lab59,val60,lab60,val61,lab61,val62,lab62,val63,lab63,val64,lab64,val65,lab65,val66,lab66,val67,lab67,val68,lab68,val69,lab69,val70,lab70,val71,lab71,val72,lab72,val73,lab73,val74,lab74,val75,lab75,val76,lab76,val77,lab77,val78,lab78,val79,lab79,val80,lab80,val81,lab81,val82,lab82,val83,lab83,val84,lab84,val85,lab85,val86,lab86,val87,lab87,val88,lab88,val89,lab89,val90,lab90,val91,lab91,val92,lab92,val93,lab93,val94,lab94,val95,lab95,val96,lab96,val97,lab97,val98,lab98,val99,lab99
10,6683,f4a3b1b_3,Who provides payment: other relative?,A3B1B.   Who provides this payment?,A3B1B_3             OTHER RELATIVE OF CHILD,2,A3B1B_2             CHILD’S MOTHER,3,A3B1B_3             OTHER RELATIVE OF CHILD,4,A3B1B_4             FRIEND,5,A3B1B_5             GOVERNMENT AGENCY,6,A3B1B_6             OTHER (NOT SPECIFIED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6684,f4a3b1b_4,Who provides payment: friend?,A3B1B.   Who provides this payment?,A3B1B_4             FRIEND,2,A3B1B_2             CHILD’S MOTHER,3,A3B1B_3             OTHER RELATIVE OF CHILD,4,A3B1B_4             FRIEND,5,A3B1B_5             GOVERNMENT AGENCY,6,A3B1B_6             OTHER (NOT SPECIFIED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6685,f4a3b1b_5,Who provides payment: gov agency?,A3B1B.   Who provides this payment?,A3B1B_5             GOVERNMENT AGENCY,2,A3B1B_2             CHILD’S MOTHER,3,A3B1B_3             OTHER RELATIVE OF CHILD,4,A3B1B_4             FRIEND,5,A3B1B_5             GOVERNMENT AGENCY,6,A3B1B_6             OTHER (NOT SPECIFIED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,6686,f4a3b1b_6,Who provides payment: other?,A3B1B.   Who provides this payment?,A3B1B_6             OTHER (NOT SPECIFIED),2,A3B1B_2             CHILD’S MOTHER,3,A3B1B_3             OTHER RELATIVE OF CHILD,4,A3B1B_4             FRIEND,5,A3B1B_5             GOVERNMENT AGENCY,6,A3B1B_6             OTHER (NOT SPECIFIED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6687,f4a3c,How many months has child lived there?,A3.           How many months ago did (he/she) stop living with you (most of the time)?,A3C.        About how many months has (CHILD) been living there?,0,LESS THAN ONE MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,6688,f4a3d,Do you expect child to live with you again this next yr?,A3.           How many months ago did (he/she) stop living with you (most of the time)?,A3D.        Do you expect (CHILD) to live with you (again) during the coming year?,1,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,6689,f4a3e,How many days did you see child in past month?,A3.           How many months ago did (he/she) stop living with you (most of the time)?,A3E.        About how many days did you see (CHILD) in the past 30 days?,0,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,6690,f4a3f,Who does child live with when not with you?,A3.           How many months ago did (he/she) stop living with you (most of the time)?,A3F.        Who does (CHILD) live with when (he/she) is not living with you?,1,BIOLOGICAL MOTHER,2,MATERNAL GRANDPARENT(S),3,PATERNAL GRANDPARENT(S),4,OTHER RELATIVE(S),5,FRIEND,6,OTHER (NOT SPECIFIED),101,PARENTS BROKE UP,102,LIVES WITH MOTHER,103,FATHER INCARCERATED,104,FATHER WORK SCHEDULE,105,DISTANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,6691,f4a3g,How many days did child live with you in past month?,A3.           How many months ago did (he/she) stop living with you (most of the time)?,A3G.        How many days did (CHILD) live with you out of the past 30 days?,0,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6692,f4a3i,What is main reason child does live with you all time?,A3.           How many months ago did (he/she) stop living with you (most of the time)?,A3I.          What is the main reason (he/she) doesn’t live with you all of the time?,1,LEGAL CUSTODY AGREEMENT,2,ARRANGEMENT,3,FINANCIAL PROBLEMS,4,OWN HEALTH PROBLEMS,5,CHILD’S HEALTH PROBLEMS,6,NEIGHBORHOOD SAFETY,7,CUSTODIAN,8,OTHER (NOT SPECIFIED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,6693,f4a4,What is your relationship with mother now?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) mother, (MOTHER).","A4.           Next, I have a few questions about your relationship with (CHILD’s) mother, (MOTHER).",1  -->  GO TO A4A1,"Married,",2,"Romantically involved,",3,"Separated,",4,"Divorced,",5,"Just friends, or",6  -->  GO TO A5,Not in any kind of a relationship?,-14  -->  GO TO A4C,"MOTHER DECEASED, VOLUNTEERED",-1  -->  GO TO A10,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,6694,f4a4a,"Are you romantic involved on steady basis, or on-again-off-again?","A4.           Next, I have a few questions about your relationship with (CHILD’s) mother, (MOTHER).","A4A.        Would you say you are romantically involved on a steady basis, or are you in an on-again - off-again relationship?",1,STEADY,2,"ON-AGAIN, OFF-AGAIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,6695,f4a4a1,Are you and mother currently living together?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) mother, (MOTHER).",A4A1.      CODE WITHOUT ASKING IF KNOWN:,1,"All or most of the time,",2,"Some of the time,",3,"Rarely, or",4,Never?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,6696,f4a4a2,INT CHK: ARE FATHER AND MOTHER MARRIED AND LIVING TOGETHER ALL/MONTHST OF TIME?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) mother, (MOTHER).",A4A2.      ARE FATHER AND MOTHER MARRIED AND LIVING TOGETHER ALL OR MOST OF THE TIME?,1  -->  GO TO A5,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,6697,f4a4b,How many night/wk do you and mother  usually spend together?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) mother, (MOTHER).",A4B.        How many nights a week do you and (MOTHER) usually spend the night together?,0,NONE,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,6698,f4a4b1,"In past 2 yrs, did you and mother ever live together 1 month+?","A4.           Next, I have a few questions about your relationship with (CHILD’s) mother, (MOTHER).","A4B1.      During the past two years, did you and (MOTHER) ever live together for a month or more?",1,YES,0  -->  GO TO A5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6699,f4a4b2,How many months over past 2 yrs did you and mother live together?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) mother, (MOTHER).",A4B2.      For how many months over the past two years did you and (MOTHER) live together?,0,NONE,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,6700,f4a4c2,When did mother die? (year),"A4.           Next, I have a few questions about your relationship with (CHILD’s) mother, (MOTHER).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,6701,f4a4d,What was the cause of her death?,"A4.           Next, I have a few questions about your relationship with (CHILD’s) mother, (MOTHER).",A4D.        What was the cause of her death?,1,WON’T DISCUSS,2,ILLNESS (NOT SPECIFIED),3,ACCIDENT (NOT SPECIFIED),4,OTHER (NOT SPECIFIED),-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,6702,f4a5,INT CHK: WERE FATHER AND MOTHER UNMARRIED AT LAST INTERVIEW BUT MARRIED NOW?,A5.           WERE FATHER AND MOTHER UNMARRIED AT LAST INTERVIEW OR WAS FATHER NEVER INTERVIEWED BUT MARRIED NOW?,A5.           WERE FATHER AND MOTHER UNMARRIED AT LAST INTERVIEW OR WAS FATHER NEVER INTERVIEWED BUT MARRIED NOW?,1,YES,2  -->  GO TO A6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,6703,f4a5a1,When did you and mother get married? (month),A5.           WERE FATHER AND MOTHER UNMARRIED AT LAST INTERVIEW OR WAS FATHER NEVER INTERVIEWED BUT MARRIED NOW?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,6704,f4a5a2,When did you and mother get married? (year),A5.           WERE FATHER AND MOTHER UNMARRIED AT LAST INTERVIEW OR WAS FATHER NEVER INTERVIEWED BUT MARRIED NOW?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,6705,f4a6,INT CHK: WERE FATHER AND MOTHER LIVING APART AT LAST INTERVIEW BUT LIVING TOGETH,"A6.           WERE FATHER AND MOTHER LIVING APART AT LAST INTERVIEW OR WAS FATHER NEVER INTERVIEWED, BUT LIVING TOGETHER NOW?","A6.           WERE FATHER AND MOTHER LIVING APART AT LAST INTERVIEW OR WAS FATHER NEVER INTERVIEWED, BUT LIVING TOGETHER NOW?",1,YES,2  -->  GO TO A7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,6706,f4a6a1,When did you and mother start living together? (month),"A6.           WERE FATHER AND MOTHER LIVING APART AT LAST INTERVIEW OR WAS FATHER NEVER INTERVIEWED, BUT LIVING TOGETHER NOW?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,6707,f4a6a2,When did you and mother start living together? (year),"A6.           WERE FATHER AND MOTHER LIVING APART AT LAST INTERVIEW OR WAS FATHER NEVER INTERVIEWED, BUT LIVING TOGETHER NOW?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
